subject_id,title,url,pub_info,tag,scraped
34835082,一间只属于自己的房间,https://book.douban.com/subject/34835082/,[英] 弗吉尼亚·伍尔夫 / 周颖琪 / 天津人民出版社 / 2019-10 / 39.8元,外国文学,False
36710568,伊甸之东,https://book.douban.com/subject/36710568/,[美]约翰·斯坦贝克 / 王一凡 / 湖南文艺出版社 / 2024-5 / 148.00元,外国文学,False
36698238,隐墙,https://book.douban.com/subject/36698238/,[奥地利] 玛尔伦·豪斯霍费尔 / 钟皓楠 / 北京联合出版公司 / 2024-3 / 52.00元,外国文学,False
33395266,愤怒的葡萄,https://book.douban.com/subject/33395266/,[美]约翰·斯坦贝克 / 王一凡 / 湖南文艺出版社 / 2019-6 / 69.00元,外国文学,False
4908879,动物农场,https://book.douban.com/subject/4908879/,[英]乔治·奥威尔 / 荣如德、董乐山 / 上海译文出版社 / 2010-9 / 22.00元,外国文学,False
36952082,冷到下雪,https://book.douban.com/subject/36952082/,[澳] 欧健梅 / 陆剑 / 上海译文出版社 / 2024-8 / 48,外国文学,False
30172069,失踪的孩子: 那不勒斯四部曲4,https://book.douban.com/subject/30172069/,[意] 埃莱娜·费兰特 / 陈英 / 人民文学出版社 / 2018-7 / 62.00元,外国文学,False
30389968,克林索尔的最后夏天,https://book.douban.com/subject/30389968/,[德] 赫尔曼·黑塞 / 易海舟 / 天津人民出版社 / 2019-1 / 39.8,外国文学,False
37039141,夜晚的游戏,https://book.douban.com/subject/37039141/,[瑞典] 斯蒂格·达格曼 / 虞军 / 广西师范大学出版社 / 2024-10-14 / 58.00元,外国文学,False
6789605,树上的男爵,https://book.douban.com/subject/6789605/,[意大利]伊塔洛·卡尔维诺 / 吴正仪 / 译林出版社 / 2012-4-1 / 30.00元,外国文学,False
26980487,悉达多: 一首印度的诗,https://book.douban.com/subject/26980487/,[德] 赫尔曼·黑塞 / 姜乙 / 天津人民出版社 / 2017-1 / 32.00元,经典,False
1007305,红楼梦,https://book.douban.com/subject/1007305/,[清] 曹雪芹 著、高鹗 / 人民文学出版社 / 1996-12 / 59.70元,经典,False
6082808,百年孤独,https://book.douban.com/subject/6082808/,[哥伦比亚] 加西亚·马尔克斯 / 范晔 / 南海出版公司 / 2011-6 / 39.50元,经典,False
35170896,平面国: 多维空间传奇往事,https://book.douban.com/subject/35170896/,[英] 埃德温·A.艾勃特 / 鲁冬旭 / 上海文化出版社 / 2020-8 / 39.80元,经典,False
26879778,杀死一只知更鸟,https://book.douban.com/subject/26879778/,[美] 哈珀·李 / 李育超 / 译林出版社 / 2017-2 / 58.00,经典,False
25887924,卡拉马佐夫兄弟,https://book.douban.com/subject/25887924/,陀思妥耶夫斯基 (Ф.М.Достоевский) / 荣如德 / 上海译文出版社 / 2015-2-1 / CNY 78.00,经典,False
4913064,活着,https://book.douban.com/subject/4913064/,余华 / 作家出版社 / 2012-8 / 28.00元,经典,False
36104107,长安的荔枝,https://book.douban.com/subject/36104107/,马伯庸 / 湖南文艺出版社 / 2022-10 / 45.00元,经典,False
5910656,我与地坛,https://book.douban.com/subject/5910656/,史铁生 / 人民文学出版社 / 2011-1-1 / 23.00元,经典,False
